,DEPARTMENT,SECTION,LOCATION,DETAIL LOCATION,TANGGAL TERIMA BARANG,JENIS  MOBIL,BULAN ASET,TAHUN ASET,SPESIFIKASI,PIC LANGSUNG,HARGA BELI,MERK,TYPE,NOPOL,NOPOL LAMA,NO RANGKA,NO MESIN,TAHUN REGISTRASI,TAHUN PEMBUATAN,KETOGORI USIA,USIA,KEBERADAAN BPKB,NO BPKB,NAMA DI BPKB,ALAMAT BPKB,KEBERADAAN FAKTUR & SERTIFIKAT,NO FAKTUR,WARNA KABIN,WARNA BOX,WARNA PLAT,TIPE KAROSERI / BOX,PANJANG KAROSERI LUAR,LEBAR KAROSERI LUAR,TINGGI KAROSERI LUAR,KEBERADAAN PAJAK,NO PAJAK,NAMA PAJAK,ALAMAT PAJAK,STATUS STNK,NO STNK,NAMA STNK,ALAMAT STNK,VENDOR GPS,GPS,IMEI/SN,NO HP GPS,JENIS JARINGAN,PAJAK,STNK,BIAYA PAJAK,JATUH TEMPO PAJAK,JATUH TEMPO STNK,MONTH,NO KEUR,EXP KIR,JATUH TEMPO KIR,MONTH,STATUS KEUR,SO 1 JULI 25,KEY
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,SURABAYA,SURABAYA,,CDE STANDART,03,2022,,,,MITSUBISHI,FE71,B 9335 TRO,DK 8022 BE,MHMFE71P1JK062947,4D34TS77039,,2018,6-10 Tahun,8,ADA,U-03959829,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,00195210419101,KUNING PUTIH,,PUTIH,ALUMUNIUM,#N/A,#N/A,#N/A,#N/A,2296968,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,15174434,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,24/11/2026,24/11/2028,Rp6.091.000,-269,-1.000,11,DPR.89561K,15/11/2024,470,11,BODONG,OK,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-JK2,AAM-JK 2,13/12/2023,MOTOR LISTRIK,12,2023,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5616 TWG,,MK5111110NJ001429,MK5111112002522,2023,2022,4-5 Tahun,4,ADA,U03969488,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH,,HITAM,,,,,ADA,C1968341,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,14693131,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR LISTRIK,,,28/11/2026,28/11/2028,Rp35.000,-273,-1.004,11,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SURABAYA,AAM-SURABAYA,13/12/2023,MOTOR LISTRIK,12,2023,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5620 TWG,,MK5111110NJ001451,MK5111112002508,2023,2022,4-5 Tahun,4,ADA,U03969944,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH,,HITAM,,,,,ADA,C1968251,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,14693041,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR LISTRIK,,,28/11/2026,28/11/2028,Rp35.000,-273,-1.004,11,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SURABAYA,AAM-SURABAYA,13/12/2023,MOTOR LISTRIK,12,2023,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5618 TWG,,MK5111110NJ005958,MK511111M004915,2023,2022,4-5 Tahun,4,ADA,U03970888,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH,,HITAM,,,,,ADA,C1968252,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,14693042,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR LISTRIK,,,28/11/2026,28/11/2028,Rp35.000,-273,-1.004,11,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-SURABAYA,AAM-SURABAYA,13/12/2023,MOTOR LISTRIK,12,2023,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5619 TWG,,MK5111110NJ005957,MK511111M004734,2023,2022,4-5 Tahun,4,ADA,U03969794,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH,,HITAM,,,,,ADA,C1968340,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,1469313,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR LISTRIK,,,28/11/2026,28/11/2028,Rp35.000,-273,-1.004,11,,,,,,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,GENERAL AFFAIR,CABANG,MAKASSAR,MAKASSAR,,MOBIL OPERASIONAL,00,2016,,,,TOYOTA,KIJANG INNOVA 2.0 G A/T,B 1602 PVJ,,MHFJW8EM6G2308449,1TR-A092763,,2016,11-15 Tahun,10,ADA,P-04055929,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,15F/00013/JW8E/2016,PUTIH,,PUTIH,,,,,,,,,,,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,TIDAK ADA,MOBIL PRIBADI,,,28/11/2026,28/11/2028,Rp4.343.000,-273,-1.004,11,,,,,,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,DENPASAR,DENPASAR,,PICK UP BOX,12,2018,,,,SUZUKI,GC415T (4X2) M/T,B 9978 PCN,,MHYGDN41TJJ403092,G12AID411624,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH,,PUTIH,ALUMUNIUM,257,176,169,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,,,,12/10/2026,12/10/2028,Rp2.595.100,-226,-957,10,JKT1828913,30/06/2026,-122,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,YOGYAKARTA,YOGYAKARTA,,CDE LONG,12,2018,,,,MITSUBISHI,FE71L 4X2MT,B 9255 PCO,,MHMFE71PCJKO14044,4D34TS00326,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,,MERAH,,PUTIH,BESI,420,182,215,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,,,,05/12/2026,05/12/2028,Rp5.262.500,-280,-1.011,12,JKT1905360,12/06/2026,-104,6,RESMI,ok,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-JK2,AAM-JK 2,13/12/2023,MOTOR LISTRIK,12,2023,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5751 TWG,,MK5111110PJ006665,MK5111112002515,2023,2023,2-3 Tahun,3,ADA,U03969794,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH,,HITAM,,,,,ADA,C1968340,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,1469313,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR LISTRIK,,,08/12/2026,08/12/2028,Rp35.000,-283,-1.014,12,,,,,,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,01/02/2019,CDE STANDART,02,2019,,,,MITSUBISHI,FE71 PS (4X2) M/T,B 9347 PCO,,MHMFE71PGJK004463,4D34TS97326,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH,,PUTIH,BESI,331,183,225,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036269542,08115971868C,,08/12/2026,08/12/2028,Rp5.154.000,-283,-1.014,12,JKT1904711,04/03/2026,-4,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MAKASSAR,MAKASSAR,,CDD LONG,12,2018,,,,MITSUBISHI,FE84G (4X2) M/T,B 9346 PCO,,MHMFE84P8JKO14043,4D34TS80647,,2018,6-10 Tahun,8,TIDAK ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,,MERAH,,PUTIH,BESI,592,211,233,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,868998036285613,08115971587C,,08/12/2026,08/12/2028,Rp6.434.300,-283,-1.014,12,JKT1905659,09/08/2026,-162,8,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MAKASSAR,MAKASSAR,,CDD LONG,12,2018,,,,MITSUBISHI,FE71 PS (4X2) M/T,B 9348 PCO,,MHMFE84P8JK014042,4D34TS80649,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,,MERAH,,PUTIH,,,,,,,,,,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,868998036258818,08115971585C,,08/12/2026,08/12/2028,Rp6.474.300,-283,-1.014,12,JKT1905158,27/04/2026,-58,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDE STANDART,00,2003,,,,MITSUBISHI,FE304,B 9806 AM,,MHMFE304B3R028974,4D31-3X4279,,2003,16 Tahun Lebih,23,ADA,C-8007570,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,001858/12/2003,MERAH,,PUTIH,BESI,332,183,213,Tidak ada,,,,Tidak ada,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,861292052784452,085192581308,,12/12/2026,12/12/2028,Rp1.985.800,-287,-1.018,12,JKT601936,20/08/2026,-173,8,RESMI,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-NDC CIKARANG,AAM-NDC CIKARANG,,CDD STANDART,02,2019,,,,MITSUBISHI,FE74S4X2MT,B 9436 PCO,,MHMFE74P4JK091094,4D34TSX3556,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,,MERAH,,PUTIH,,,,,,,,,,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,868998036259477,08115989516C,,20/12/2026,20/12/2028,Rp5.870.100,-295,-1.026,12,JKT1905895,19/03/2026,-19,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,DENPASAR,DENPASAR,,CDE LONG,12,2018,,,,MITSUBISHI,FE71L 4X2MT,B 9256 PCO,,MHMFE71PCJK014045,4D34TS00328,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH,,PUTIH,BESI,437,182,227,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,,,,05/12/2026,05/12/2028,Rp5.262.500,-280,-1.011,12,JKT1904269,30/06/2026,-122,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,PALEMBANG,PALEMBANG,,CDE LONG,12,2018,,,,MITSUBISHI,FE71L 4X2MT,B 9438 PCO,,MHMFE71PCJK014310,4D34TSX3724,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,,MERAH,,PUTIH,BESI,420,185,201,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,,,,20/12/2026,20/12/2028,Rp5.262.500,-295,-1.026,12,JKT1906657,15/04/2026,-46,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA,GENERAL AFFAIR,HEAD OFFICE,ROHMAN-OPS,JAKARTA,,MOTOR,00,2013,,ROHMAN,,HONDA,NF11B2D1 M/T,B 9400 PCF,,MH1JBE112DK702960,JBE1E-1692510,,2013,11-15 Tahun,13,ADA,K-08064607,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,FH/AA/456329/L,HITAM,,PUTIH,,,,,,2231869,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,15149205,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,27/12/2025,27/12/2028,Rp165.000,63,-1.033,12,,,,,,,NON FLEET
PT. LESTARI JAYA RAYA,GENERAL AFFAIR,HEAD OFFICE,IRON-MARKETING,JAKARTA,,MOTOR,00,2019,,IRON,,HONDA,D1B02N12L2 A/T,B 5883 TAJ,,MH1JM2123JK242835,JM21E2228434,,2018,6-10 Tahun,8,ADA,O-06582115,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,FH/AA/401024/R,HITAM,,PUTIH,,,,,,,,,,,,,,TIDAK ADA,MOTOR,,,09/01/2026,09/01/2029,Rp255.000,50,-1.046,1,,,,,,,NON FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,MEDAN,MEDAN,,PICK UP BOX,00,2018,,,,SUZUKI,GC415T (4X2) M/T,B 9526 PCO,,MHYGDN41TJJ-413775,G15AID-424771,,2018,6-10 Tahun,8,ADA,O-06632972,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,W4019786,PUTIH,,PUTIH,ALUMUNIUM,257,173,169,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,,,,11/01/2027,11/01/2029,Rp2.595.100,-317,-1.048,1,JKT1905575,04/06/2026,-96,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-BANGKA BELITUNG,AAM-BANGKA BELITUNG,01/02/2024,MOTOR,01,2024,,,,REVO,RXK 135 110CC,B 5769 TRH,,MH1JBK31XPK500304,JBK3E1498457,2024,2023,2-3 Tahun,3,LEASING,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH HITAM,,PUTIH,,,,,ADA,C2482227,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,16300133 G,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,16/01/2026,16/01/2029,Rp279.700,43,-1.053,1,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-BANDUNG,AAM-BANDUNG,12/02/2024,PICK UP BOX,02,2024,,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9693 TXW,,MHYHDC61TPJ237068,K15BT1550856,2024,2023,2-3 Tahun,3,LEASING,,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH SILVER,,KUNING,,,,,ADA,C2484663,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,00647151.H,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,,085193965637,,19/01/2027,19/01/2029,Rp842.900,-325,-1.056,1,JKT2403720,26/05/2026,-87,5,RESMI,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,EX JAKARTA,AAM-TANGGERANG,12/02/2024,PICK UP BOX,02,2024,,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9695 TXW,,MHYHDC61TPJ233999,K15BT1544396,2024,2023,2-3 Tahun,3,LEASING,,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH SILVER,,KUNING,,,,,,,,,,,,,,ADA - BIASA,869604067451285,85193635380,,19/01/2027,19/01/2029,Rp562.900,-325,-1.056,1,JKT2403719,19/08/2026,-172,8,RESMI,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,CIREBON,AAM CIREBON,12/02/2024,PICK UP BOX,02,2024,,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9694 TXW,,MHYHDC61TPJ237391,K15BT1551701,2024,2023,2-3 Tahun,3,LEASING,,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,PUTIH SILVER,,KUNING,,,,,ADA,C2484664,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,00647152.H,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,869604067430776,85193965642,,19/01/2027,19/01/2029,Rp842.900,-325,-1.056,1,JKT2403721,21/02/2026,7,2,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDE STANDART,00,2004,,,,MITSUBISHI,FE304,B 9739 LH,,MHMFE304B4R029875,4D31-415859,,2004,16 Tahun Lebih,22,ADA,C-8027877,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,005542/01/2004,MERAH,,PUTIH,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,861292052784494,085164431396C,,04/02/2027,04/02/2029,Rp2.159.400,-341,-1.072,2,JKT605640,07/07/2026,-129,7,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD STANDART,00,2004,,,,MITSUBISHI,FE 334,B 9977 RI,,MHMFE334E4R025630,4D31-415277,,2004,16 Tahun Lebih,22,ADA,L-00275847,PT. LESTARI JAYA RAYA,JL. TIPAR CAKUNG NO.6 KEL. CAKUNG BARAT KEC.CAKUNG JAKARTA TIMUR,,,MERAH,MERAH,PUTIH,,,,,,,,,,,,,,ADA - FULL SENSOR,,,,05/02/2027,05/02/2029,Rp2.376.400,-342,-1.073,2,JKT605892,11/03/2026,-11,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,27/02/2024,CDD LONG,02,2024,,,,HINO,XZU359R-HKFTBD8,B 9774 TXW,,MJEECB2F1P5003422,N04CWYJ28003,2024,2023,2-3 Tahun,3,LEASING,,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,,MERAH,,KUNING,,,,,ADA,C2801065,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,01990579.H,PT LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,085193620584,,20/02/2027,20/02/2029,Rp1.313.500,-357,-1.088,2,JKT2405357,15/04/2026,-46,4,RESMI,,FLEET
PT. PELANGI SUKSES CEMERLANG,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,27/02/2024,CDD LONG,02,2024,,,,HINO,XZU359R-HKFTBD8,B 9776 TXW,,MJEECB2F7P5003408,N04CWYJ27969,2024,2023,2-3 Tahun,3,LEASING,,PT. PELANGI SUKSES CEMERLANG,"JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,,MERAH,,KUNING,,,,,ADA,C2801066,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,01990580.H,PT. PELANGI SUKSES CEMERLANG,"JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,20/02/2027,20/02/2029,Rp853.300,-357,-1.088,2,JKT2405365,11/03/2026,-11,3,RESMI,OK,FLEET
PT. PELANGI SUKSES CEMERLANG,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,27/02/2024,CDD STANDART,02,2024,,,,HINO,XZU349R-HKMRBD8,B 9756 TXW,,MJECCB0F0P5018570,N04CWYJ28391,2024,2023,2-3 Tahun,3,LEASING,,PT. PELANGI SUKSES CEMERLANG,"JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,,MERAH,,KUNING,,,,,ADA,C2801066,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,01990580.H,PT. PELANGI SUKSES CEMERLANG,"JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,20/02/2027,20/02/2029,Rp954.700,-357,-1.088,2,JKT2405363,08/03/2026,-8,3,RESMI,OK,FLEET
